waktu,text_asli,terjemahan,negara,akun,clean,normal,tokens,stem,final_text,skor,label,punya_emoji,label_sebelum_sarkas
2025-01-11T06:07:41.000Z,my pocket cash going up,uang sakuku naik,Belanda,defanoholwijn,uang sakuku naik,uang sakuku naik,"['uang', 'sakuku', 'naik']","['uang', 'saku', 'naik']",uang saku naik,1,positif,FALSE,positif
2025-02-02T20:42:57.000Z,Wnr is dit millie in zicht,Kapan millie ini terlihat,Belanda,defanoholwijn,kapan millie ini terlihat,kapan millie ini terlihat,"['kapan', 'millie', 'terlihat']","['kapan', 'millie', 'lihat']",kapan millie lihat,3,positif,FALSE,positif
2025-01-08T09:28:44.000Z,Je krijgt het terug maar ke haalt 9/10 keer weer een nieuwe. Dus je bent het geld altijd kwijt😂,"Anda mendapatkannya kembali, tapi 9/10 kali Anda mendapatkan yang baru. Jadi Anda selalu kehilangan uang😂",Belanda,defanoholwijn,anda mendapatkannya kembali tapi kali anda mendapatkan yang baru jadi anda selalu kehilangan uang,anda mendapatkannya kembali tapi kali anda mendapatkan yang baru jadi anda selalu kehilangan uang,"['mendapatkannya', 'kali', 'mendapatkan', 'baru', 'jadi', 'selalu', 'kehilangan', 'uang']","['dapat', 'kali', 'dapat', 'baru', 'jadi', 'selalu', 'hilang', 'uang']",dapat kali dapat baru jadi selalu hilang uang,8,positif,TRUE,positif
2025-01-07T02:18:46.000Z,Ik ga terug komen en ik ga zwerver worden👀,Aku akan kembali dan aku akan menjadi seorang pengembara👀,Belanda,defanoholwijn,aku akan kembali dan aku akan menjadi seorang pengembara,aku akan kembali dan aku akan menjadi seorang pengembara,"['aku', 'aku', 'menjadi', 'seorang', 'pengembara']","['aku', 'aku', 'jadi', 'orang', 'embara']",aku aku jadi orang embara,5,positif,TRUE,positif
2025-01-31T07:09:53.000Z,ik ga me flessen nog niet ruilen blijft hier ik wacht tot het €1 wordt,"Saya belum akan menukar botol saya, saya akan tetap di sini dan menunggu sampai harganya menjadi €1",Belanda,defanoholwijn,saya belum akan menukar botol saya saya akan tetap di sini dan menunggu sampai harganya menjadi,saya belum akan menukar botol saya saya akan tetap di sini dan menunggu sampai harganya menjadi,"['menukar', 'botol', 'tetap', 'sini', 'menunggu', 'harganya', 'menjadi']","['tukar', 'botol', 'tetap', 'sini', 'tunggu', 'harga', 'jadi']",tukar botol tetap sini tunggu harga jadi,9,positif,FALSE,positif
2025-01-28T10:42:48.000Z,ALS HET ZO DOORGAAT IN 2026 WERKEN WIJ OP STRAAT!👀,JIKA TERUS SEPERTI INI DI TAHUN 2026 KITA AKAN BEKERJA DI JALAN!👀,Belanda,defanoholwijn,jika terus seperti ini di tahun kita akan bekerja di jalan,jika terus seperti ini di tahun kita akan bekerja di jalan,"['terus', 'tahun', 'bekerja', 'jalan']","['terus', 'tahun', 'kerja', 'jalan']",terus tahun kerja jalan,2,positif,TRUE,positif
2025-01-31T18:06:30.000Z,Goed nieuws voor de dakloze ze kunnen hun maand salaris er uit halen 🤣🤣.,"Kabar baik bagi para tunawisma, mereka bisa mendapatkan gaji bulanannya 🤣🤣.",Belanda,defanoholwijn,kabar baik bagi para tunawisma mereka bisa mendapatkan gaji bulanannya,kabar baik bagi para tunawisma mereka bisa mendapatkan gaji bulanannya,"['kabar', 'baik', 'tunawisma', 'mendapatkan', 'gaji', 'bulanannya']","['kabar', 'baik', 'tunawisma', 'dapat', 'gaji', 'bulan']",kabar baik tunawisma dapat gaji bulan,6,positif,TRUE,positif
2025-01-08T16:19:21.000Z,Wanneer gaat in,Kapan hal ini mulai berlaku?,Belanda,defanoholwijn,kapan hal ini mulai berlaku,kapan hal ini mulai berlaku,"['kapan', 'mulai', 'berlaku']","['kapan', 'mulai', 'laku']",kapan mulai laku,1,positif,FALSE,positif
2025-01-05T02:55:04.000Z,Wil je lekker naar de zon ?,Apakah kamu ingin pergi ke matahari?,Belanda,defanoholwijn,apakah kamu ingin pergi ke matahari,apakah kamu ingin pergi ke matahari,"['kamu', 'pergi', 'matahari']","['kamu', 'pergi', 'matahari']",kamu pergi matahari,3,positif,FALSE,positif
2025-01-04T19:18:49.000Z,Was het maar zo,Andai saja demikian,Belanda,defanoholwijn,andai saja demikian,andai saja demikian,['andai'],['andai'],andai,2,positif,FALSE,positif
2025-01-04T17:45:50.000Z,Beste antwoord,Jawaban terbaik,Belanda,defanoholwijn,jawaban terbaik,jawaban terbaik,"['jawaban', 'terbaik']","['jawab', 'baik']",jawab baik,6,positif,FALSE,positif
2025-01-04T17:45:32.000Z,Mannen praten alsof ze al selfmade miljonair zijn.,Pria berbicara seolah-olah mereka sudah menjadi jutawan berkat usahanya sendiri.,Belanda,defanoholwijn,pria berbicara seolah olah mereka sudah menjadi jutawan berkat usahanya sendiri,pria berbicara seolah olah mereka sudah menjadi jutawan berkat usahanya sendiri,"['pria', 'berbicara', 'olah', 'menjadi', 'jutawan', 'berkat', 'usahanya', 'sendiri']","['pria', 'bicara', 'olah', 'jadi', 'jutawan', 'berkat', 'usaha', 'sendiri']",pria bicara olah jadi jutawan berkat usaha sendiri,0,netral,FALSE,netral
2025-01-04T16:57:28.000Z,Werk slimmer,Bekerja lebih cerdas,Belanda,defanoholwijn,bekerja lebih cerdas,bekerja lebih cerdas,"['bekerja', 'lebih', 'cerdas']","['kerja', 'lebih', 'cerdas']",kerja lebih cerdas,3,positif,FALSE,positif
2025-01-04T18:10:35.000Z,woeste man,pria yang galak,Belanda,defanoholwijn,pria yang galak,pria yang galak,"['pria', 'galak']","['pria', 'galak']",pria galak,0,netral,FALSE,netral
2025-01-05T12:03:16.000Z,TWOEEEE OASISSSS IK GA FF HEEL VEEL HALEN EN IN ME KAST BERGING MAKEN,TWOEEEE OASISSSS AKU AKAN MENDAPATKAN BANYAK DAN MENEMPATKANNYA DI LEMARI SAYA,Belanda,defanoholwijn,twoeeee oasissss aku akan mendapatkan banyak dan menempatkannya di lemari saya,twoeeee oasissss aku akan mendapatkan banyak dan menempatkannya di lemari saya,"['twoeeee', 'oasissss', 'aku', 'mendapatkan', 'banyak', 'menempatkannya', 'lemari']","['twoeeee', 'oasissss', 'aku', 'dapat', 'banyak', 'tempat', 'lemari']",twoeeee oasissss aku dapat banyak tempat lemari,4,positif,FALSE,positif
2025-01-05T11:58:43.000Z,"HAHAHAHAHAHAHAGAHHA 2,25 voor oasis","HAHAHAHAHAHAHAHAGAHHA 2,25 untuk oase",Belanda,defanoholwijn,hahahahahahahahagahha untuk oase,hahahahahahahahagahha untuk oase,"['hahahahahahahahagahha', 'oase']","['hahahahahahahahagahha', 'oase']",hahahahahahahahagahha oase,0,netral,FALSE,netral
2025-01-05T11:56:22.000Z,dit gaat fout we zijn al broke,"Ini salah, kita sudah bangkrut",Belanda,defanoholwijn,ini salah kita sudah bangkrut,ini salah kita sudah bangkrut,"['salah', 'bangkrut']","['salah', 'bangkrut']",salah bangkrut,-9,negatif,FALSE,negatif
2025-01-05T16:38:03.000Z,Weet ik maar alsnog,saya masih tahu,Belanda,defanoholwijn,saya masih tahu,saya masih tahu,['tahu'],['tahu'],tahu,4,positif,FALSE,positif
2025-01-05T16:17:52.000Z,Je krijgt pas 1 euro als jij zo een nieuwe fles koopt als jij een oude hebt blijft het 25 cent ofzo,"Anda hanya mendapat 1 euro jika membeli botol baru, jika Anda punya botol lama tetap sekitar 25 sen",Belanda,defanoholwijn,anda hanya mendapat euro jika membeli botol baru jika anda punya botol lama tetap sekitar sen,anda hanya mendapat euro jika membeli botol baru jika anda punya botol lama tetap sekitar sen,"['mendapat', 'euro', 'membeli', 'botol', 'baru', 'punya', 'botol', 'lama', 'tetap', 'sen']","['dapat', 'euro', 'beli', 'botol', 'baru', 'punya', 'botol', 'lama', 'tetap', 'sen']",dapat euro beli botol baru punya botol lama tetap sen,6,positif,FALSE,positif
2025-01-05T14:37:20.000Z,HAHA,HA HA,Belanda,defanoholwijn,ha ha,ha ha,"['ha', 'ha']","['ha', 'ha']",ha ha,0,netral,FALSE,netral
2025-01-05T13:57:36.000Z,Norah gespot,Norah melihatnya,Belanda,defanoholwijn,norah melihatnya,norah melihatnya,"['norah', 'melihatnya']","['norah', 'lihat']",norah lihat,3,positif,FALSE,positif
2025-02-06T00:51:43.000Z,En die gooi je meestal weg,Dan Anda biasanya membuangnya,Belanda,defanoholwijn,dan anda biasanya membuangnya,dan anda biasanya membuangnya,"['biasanya', 'membuangnya']","['biasa', 'buang']",biasa buang,-1,negatif,FALSE,negatif
2025-01-06T23:29:12.000Z,Lekker bij de Poolse supermarkt voortaan halen 😂,Dapatkan dari supermarket Polandia mulai sekarang 😂,Belanda,defanoholwijn,dapatkan dari supermarket polandia mulai sekarang,dapatkan dari supermarket polandia mulai sekarang,"['dapatkan', 'supermarket', 'polandia', 'mulai', 'sekarang']","['dapat', 'supermarket', 'polandia', 'mulai', 'sekarang']",dapat supermarket polandia mulai sekarang,3,positif,TRUE,positif
2025-01-06T23:16:29.000Z,Naar België betaal je geen statiegeld of flessen,Di Belgia Anda tidak membayar deposit atau botol,Belanda,defanoholwijn,di belgia anda tidak membayar deposit atau botol,di belgia anda tidak membayar deposit atau botol,"['belgia', 'membayar', 'deposit', 'botol']","['belgia', 'bayar', 'deposit', 'botol']",belgia bayar deposit botol,1,positif,FALSE,positif
2025-01-06T20:08:02.000Z,whutt,apa,Belanda,defanoholwijn,apa,apa,['apa'],['apa'],apa,-3,negatif,FALSE,negatif
2025-01-06T15:18:10.000Z,hier in België is er nog niet eens een statiegeld voor flessen,"Di sini, di Belgia, bahkan tidak ada deposit untuk botol",Belanda,defanoholwijn,di sini di belgia bahkan tidak ada deposit untuk botol,di sini di belgia bahkan tidak ada deposit untuk botol,"['sini', 'belgia', 'bahkan', 'deposit', 'botol']","['sini', 'belgia', 'bahkan', 'deposit', 'botol']",sini belgia bahkan deposit botol,0,netral,FALSE,netral
2025-01-06T12:06:15.000Z,IK BEN RIJKKKKKKKKKK 🙏🙏🙏🙏🙏🙏,AKU KAYAKKKKKKKKKK 🙏🙏🙏🙏🙏🙏,Belanda,defanoholwijn,aku kayakkkkkkkkkk,aku kayakkkkkkkkkk,"['aku', 'kayakkkkkkkkkk']","['aku', 'kayakkkkkkkkkk']",aku kayakkkkkkkkkk,2,positif,TRUE,positif
2025-04-02T02:28:23.000Z,"dat denk je juist de mensen die geen geld hebben houden van luxe , mensen die geld hebben van minder","Anda mengira itulah orang yang tidak punya uang menyukai kemewahan, orang yang punya uang menyukai lebih sedikit",Belanda,defanoholwijn,anda mengira itulah orang yang tidak punya uang menyukai kemewahan orang yang punya uang menyukai lebih sedikit,anda mengira itulah orang yang tidak punya uang menyukai kemewahan orang yang punya uang menyukai lebih sedikit,"['mengira', 'orang', 'punya', 'uang', 'menyukai', 'kemewahan', 'orang', 'punya', 'uang', 'menyukai', 'lebih', 'sedikit']","['ira', 'orang', 'punya', 'uang', 'suka', 'mewah', 'orang', 'punya', 'uang', 'suka', 'lebih', 'sedikit']",ira orang punya uang suka mewah orang punya uang suka lebih sedikit,6,positif,FALSE,positif
2025-01-04T20:47:59.000Z,bro stel je wilt cola voor 2 euro maar je hebt opeens 1 euro tekort door die statie geld,"gan bayangkan kamu mau coke seharga 2 euro, tapi tiba-tiba kamu kekurangan 1 euro karena deposit itu",Belanda,defanoholwijn,gan bayangkan kamu mau coke seharga euro tapi tiba tiba kamu kekurangan euro karena deposit itu,gan bayangkan kamu mau coke seharga euro tapi tiba tiba kamu kekurangan euro karena deposit itu,"['gan', 'bayangkan', 'kamu', 'mau', 'coke', 'seharga', 'euro', 'tiba', 'tiba', 'kamu', 'kekurangan', 'euro', 'deposit']","['gan', 'bayang', 'kamu', 'mau', 'coke', 'harga', 'euro', 'tiba', 'tiba', 'kamu', 'kurang', 'euro', 'deposit']",gan bayang kamu mau coke harga euro tiba tiba kamu kurang euro deposit,7,positif,FALSE,positif
2025-01-04T21:42:31.000Z,Betekend dat mensen met minder geld dus minder kunnen kopen,"Artinya, orang yang mempunyai uang lebih sedikit dapat membeli lebih sedikit",Belanda,defanoholwijn,artinya orang yang mempunyai uang lebih sedikit dapat membeli lebih sedikit,artinya orang yang mempunyai uang lebih sedikit dapat membeli lebih sedikit,"['artinya', 'orang', 'mempunyai', 'uang', 'lebih', 'sedikit', 'membeli', 'lebih', 'sedikit']","['arti', 'orang', 'punya', 'uang', 'lebih', 'sedikit', 'beli', 'lebih', 'sedikit']",arti orang punya uang lebih sedikit beli lebih sedikit,0,netral,FALSE,netral
2025-01-04T18:11:32.000Z,we worden rijk,kita menjadi kaya,Belanda,defanoholwijn,kita menjadi kaya,kita menjadi kaya,"['menjadi', 'kaya']","['jadi', 'kaya']",jadi kaya,3,positif,FALSE,positif
2025-01-04T23:04:22.000Z,🤔 Hadden ze in België geen frisdrank zònder statiegeld?🤭😏,🤔 Bukankah mereka punya minuman ringan di Belgia tanpa deposit?🤭😏,Belanda,defanoholwijn,bukankah mereka punya minuman ringan di belgia tanpa deposit,bukankah mereka punya minuman ringan di belgia tanpa deposit,"['bukankah', 'punya', 'minuman', 'ringan', 'belgia', 'deposit']","['bukankah', 'punya', 'minum', 'ringan', 'belgia', 'deposit']",bukankah punya minum ringan belgia deposit,2,negatif,TRUE,positif
2025-01-05T08:20:20.000Z,"Koop in België frisdrank (ja het is wss een stuk rijden).. En de flessen inleveren in Nederland.. Bijv. Lidl of aldi. 😊 Volgens mij heb je dan winst, niet zeker..","Beli minuman ringan di Belgia (ya, mungkin perjalanannya jauh).. Dan kembalikan botolnya di Belanda.. Misalnya. Lidl atau Aldi. 😊 Saya pikir Anda mendapat untung, tidak yakin...",Belanda,defanoholwijn,beli minuman ringan di belgia ya mungkin perjalanannya jauh dan kembalikan botolnya di belanda misalnya lidl atau aldi saya pikir anda mendapat untung tidak yakin,beli minuman ringan di belgia ya mungkin perjalanannya jauh dan kembalikan botolnya di belanda misalnya lidl atau aldi saya pikir anda mendapat untung tidak yakin,"['beli', 'minuman', 'ringan', 'belgia', 'mungkin', 'perjalanannya', 'jauh', 'kembalikan', 'botolnya', 'belanda', 'misalnya', 'lidl', 'aldi', 'pikir', 'mendapat', 'untung', 'yakin']","['beli', 'minum', 'ringan', 'belgia', 'mungkin', 'jalan', 'jauh', 'kembali', 'botol', 'belanda', 'misal', 'lidl', 'aldi', 'pikir', 'dapat', 'untung', 'yakin']",beli minum ringan belgia mungkin jalan jauh kembali botol belanda misal lidl aldi pikir dapat untung yakin,5,positif,TRUE,positif
2025-01-30T06:06:05.000Z,Maar hoe gaat statiegeld duurder zijn dan die aldi eigen merk blikjes,Tapi kok depositnya bisa lebih mahal dari kaleng merek Aldi sendiri?,Belanda,defanoholwijn,tapi kok depositnya bisa lebih mahal dari kaleng merek aldi sendiri,tapi kok depositnya bisa lebih mahal dari kaleng merek aldi sendiri,"['kok', 'depositnya', 'lebih', 'mahal', 'kaleng', 'merek', 'aldi', 'sendiri']","['kok', 'deposit', 'lebih', 'mahal', 'kaleng', 'merek', 'aldi', 'sendiri']",kok deposit lebih mahal kaleng merek aldi sendiri,-1,negatif,FALSE,negatif
2025-01-28T14:21:51.000Z,er bestaat machine waar je flessen erin doet en dan op je rekening word geld gestord..,Ada mesin tempat Anda memasukkan botol dan kemudian uang disetorkan ke rekening Anda.,Belanda,defanoholwijn,ada mesin tempat anda memasukkan botol dan kemudian uang disetorkan ke rekening anda,ada mesin tempat anda memasukkan botol dan kemudian uang disetorkan ke rekening anda,"['mesin', 'tempat', 'memasukkan', 'botol', 'kemudian', 'uang', 'disetorkan', 'rekening']","['mesin', 'tempat', 'masuk', 'botol', 'kemudian', 'uang', 'setor', 'rekening']",mesin tempat masuk botol kemudian uang setor rekening,-6,negatif,FALSE,negatif
2025-01-08T07:13:16.000Z,wanneer dan,kapan nanti,Belanda,defanoholwijn,kapan nanti,kapan nanti,['kapan'],['kapan'],kapan,0,netral,FALSE,netral
2025-01-05T10:10:46.000Z,SNAP JE! Vind echt dat we nu het als de Franse moeten worden cuz now they’re laughing in our face,DAPATKAN! Menurutku kita seharusnya seperti orang Prancis sekarang karena sekarang mereka menertawakan kita,Belanda,defanoholwijn,dapatkan menurutku kita seharusnya seperti orang prancis sekarang karena sekarang mereka menertawakan kita,dapatkan menurutku kita seharusnya seperti orang prancis sekarang karena sekarang mereka menertawakan kita,"['dapatkan', 'menurutku', 'orang', 'prancis', 'sekarang', 'sekarang', 'menertawakan']","['dapat', 'turut', 'orang', 'prancis', 'sekarang', 'sekarang', 'tertawa']",dapat turut orang prancis sekarang sekarang tertawa,4,positif,FALSE,positif
2025-01-05T08:33:50.000Z,NOOIT,TIDAK PERNAH,Belanda,defanoholwijn,tidak pernah,tidak pernah,['pernah'],['pernah'],pernah,0,netral,FALSE,netral
2025-01-05T09:46:31.000Z,De flessen met statiegeld die je in België koopt hebben dezelfde barcode als de flessen die je hier in Nederland koopt.,Botol deposit yang Anda beli di Belgia memiliki barcode yang sama dengan botol yang Anda beli di Belanda.,Belanda,defanoholwijn,botol deposit yang anda beli di belgia memiliki barcode yang sama dengan botol yang anda beli di belanda,botol deposit yang anda beli di belgia memiliki barcode yang sama dengan botol yang anda beli di belanda,"['botol', 'deposit', 'beli', 'belgia', 'memiliki', 'barcode', 'sama', 'botol', 'beli', 'belanda']","['botol', 'deposit', 'beli', 'belgia', 'milik', 'barcode', 'sama', 'botol', 'beli', 'belanda']",botol deposit beli belgia milik barcode sama botol beli belanda,8,positif,FALSE,positif
2025-01-06T15:31:17.000Z,gaan ze toch 2 x in de week boodschappen doen ipv 1,"Mereka pergi berbelanja dua kali seminggu, bukan sekali",Belanda,defanoholwijn,mereka pergi berbelanja dua kali seminggu bukan sekali,mereka pergi berbelanja dua kali seminggu bukan sekali,"['pergi', 'berbelanja', 'kali', 'seminggu', 'bukan', 'sekali']","['pergi', 'belanja', 'kali', 'minggu', 'bukan', 'sekali']",pergi belanja kali minggu bukan sekali,1,positif,FALSE,positif
2025-01-06T04:14:35.000Z,Ook merk ik dat er omweggetjes worden bedacht om toch het geld zelf in de zakken te krijgen.,Saya juga memperhatikan bahwa jalan memutar sedang dirancang untuk memasukkan uang ke dalam kantong mereka sendiri.,Belanda,defanoholwijn,saya juga memperhatikan bahwa jalan memutar sedang dirancang untuk memasukkan uang ke dalam kantong mereka sendiri,saya juga memperhatikan bahwa jalan memutar sedang dirancang untuk memasukkan uang ke dalam kantong mereka sendiri,"['memperhatikan', 'jalan', 'memutar', 'sedang', 'dirancang', 'memasukkan', 'uang', 'kantong', 'sendiri']","['perhati', 'jalan', 'putar', 'sedang', 'rancang', 'masuk', 'uang', 'kantong', 'sendiri']",perhati jalan putar sedang rancang masuk uang kantong sendiri,-5,negatif,FALSE,negatif
2025-01-05T23:38:13.000Z,scot werk. ik ga dakloze worden met statiegeld. ik ga overalrond,pekerjaan Skotlandia. Saya akan menjadi tunawisma dengan uang jaminan. Saya pergi ke mana pun,Belanda,defanoholwijn,pekerjaan skotlandia saya akan menjadi tunawisma dengan uang jaminan saya pergi ke mana pun,pekerjaan skotlandia saya akan menjadi tunawisma dengan uang jaminan saya pergi ke mana pun,"['pekerjaan', 'skotlandia', 'menjadi', 'tunawisma', 'uang', 'jaminan', 'pergi', 'mana']","['kerja', 'skotlandia', 'jadi', 'tunawisma', 'uang', 'jamin', 'pergi', 'mana']",kerja skotlandia jadi tunawisma uang jamin pergi mana,-1,negatif,FALSE,negatif
